Acquired on 3/8/2002 at 23:43:29
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  3.146018
Filter Resolution Bandwidth (pm):  0.000000
Convolved Resolution Bandwidth (pm):  3.146018
Channel Width: 0.200 nm

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)	Group Delay (ps)	Chromatic Dispersion (ps/nm)	Polarization Dependent Loss (dB)	Polarization Mode Dispersion (ps)	Linear Phase Deviation (rad)	Quadratic Phase Deviation (rad)	JM Element a Amplitude	JM Element b Amplitude	JM Element c Amplitude	JM Element d Amplitude	JM Element a Phase (rad)	JM Element b Phase (rad)	JM Element c Phase (rad)	JM Element d Phase (rad)	X Axis - Time (ns)	Time Domain Amplitude (GW/J)	Time Domain Wavelength (nm)	Max Loss (dB)	Min Loss (dB)	Second Order PMD (ps^2)	Phase Ripple Linear (rad)	Phase Ripple Quadratic (rad)
   1547.011612	193788.111047	-13.894886	1585.431033	-2034.697198	41.948719	464.540211	5.019904	-4.755354	0.090743	0.182059	0.086719	0.180755	1.160479	-0.349889	-2.443544	2.315716	0.076409	0.000000	1549.426868	-10.884863	-52.833582	48206.761349	1.092070	0.921356
   1547.014162	193787.791530	-13.814032	1580.241100	1567.719349	39.177838	106.952228	5.300922	-4.910477	0.092688	0.183164	0.087431	0.182539	1.067692	-0.455914	-2.544997	2.207013	0.077937	0.000000	1549.860122	-10.804257	-49.982095	184625.903483	0.929874	0.943402
   1547.016713	193787.472012	-13.590140	1584.239918	423.370944	36.764830	6.950320	5.573912	-5.083109	0.095849	0.185851	0.090529	0.188623	1.075592	-0.442838	-2.537830	2.215672	0.079466	0.000000	1550.118998	-10.580755	-47.345585	50075.955201	0.956843	0.969386
   1547.019264	193787.152495	-13.504355	1585.319824	8109.929594	35.547730	168.656468	5.844734	-5.267391	0.097043	0.186888	0.091439	0.191158	0.904150	-0.609709	-2.734191	2.051271	0.080994	0.000000	1549.879342	-10.495266	-46.042996	150381.346978	0.859128	0.982965
   1547.021815	193786.832977	-13.368084	1606.006146	2676.234413	35.674511	5.957290	6.074027	-5.502684	0.099436	0.190058	0.093255	0.193354	0.936251	-0.583321	-2.691128	2.082924	0.082522	0.000000	1549.577300	-10.358959	-46.033470	81095.400696	0.949889	0.964088
   1547.024365	193786.513460	-13.122022	1612.832547	5544.096724	35.092725	46.694423	6.289615	-5.761163	0.102886	0.197282	0.094397	0.197595	0.949057	-0.556086	-2.681817	2.104334	0.084050	0.000000	1549.609278	-10.113066	-45.205791	22009.729406	1.011402	0.986308
   1547.026916	193786.193942	-13.060497	1626.974190	5784.909601	34.819565	162.974277	6.476812	-6.057514	0.102097	0.199307	0.094060	0.199640	0.795079	-0.720540	-2.863673	1.941604	0.085578	0.000000	1549.573370	-10.051628	-44.871193	129501.986732	1.024232	0.977191
   1547.029467	193785.874424	-12.873831	1641.730136	-142.449539	35.064676	135.160013	6.634386	-6.392970	0.103533	0.202266	0.097825	0.204920	0.686761	-0.855853	-2.981867	1.813768	0.087106	0.000000	1549.263162	-9.864884	-44.929560	59039.833962	0.996893	1.017461
   1547.032018	193785.554907	-12.695939	1641.366780	1284.109691	35.441609	56.652521	6.792689	-6.737178	0.107438	0.205971	0.101984	0.207700	0.629260	-0.899178	-3.038030	1.774896	0.088635	0.000000	1549.592170	-9.686879	-45.128488	45643.969686	0.972422	0.960633
   1547.034568	193785.235389	-12.620347	1644.642264	6967.517099	34.280061	89.277067	6.944416	-7.097443	0.107013	0.209292	0.101159	0.209538	0.546769	-0.991186	-3.126767	1.696599	0.090163	0.000000	1549.289197	-9.611668	-43.891729	61748.601132	0.943334	0.895968
   1547.037119	193784.915872	-12.467497	1662.414940	4960.922725	33.755064	66.530597	7.060463	-7.502869	0.108763	0.212446	0.103865	0.213454	0.500300	-1.054522	3.097711	1.632171	0.091691	0.000000	1549.319148	-9.459025	-43.214089	44200.350630	0.906113	0.821692
   1547.039670	193784.596354	-12.417403	1675.069256	1007.344406	34.390481	63.170335	7.151105	-7.943182	0.110440	0.212576	0.105383	0.214794	0.560876	-0.980217	-3.122161	1.695527	0.093219	0.000000	1549.347609	-9.408683	-43.799164	41347.426765	0.868049	0.783393
   1547.042221	193784.276837	-12.280427	1677.638798	4766.750854	35.800421	165.757616	7.236589	-8.398134	0.109172	0.218089	0.106412	0.217936	0.389022	-1.148551	2.990388	1.530565	0.094747	0.000000	1549.058943	-9.271269	-45.071690	74793.291086	0.836842	0.712210
